segment	mapped_start	mapped_stop	0_x	0_y
PA	452	1713	1	1.0
PA	452	1718	1	1.0
PA	452	1723	1	1.0
PA	452	1735	1	1.0
PA	452	1802	1	1.0
PA	453	476	1	1.0
PA	454	1537	1	1.0
PA	454	1575	1	1.0
PA	454	1628	1	1.0
PA	454	1671	1	1.0
PA	454	1689	1	1.0
PA	454	1721	1	1.0
PA	454	1724	1	1.0
PA	455	1479	1	1.0
PA	456	1360	1	1.0
PA	457	1645	1	1.0
PA	457	1651	1	1.0
PA	458	1537	1	1.0
PA	458	1628	1	1.0
PA	458	1653	1	1.0
PA	458	1655	1	1.0
PA	458	1689	1	1.0
PA	458	1696	1	1.0
PA	458	1742	1	1.0
PA	458	1919	1	1.0
PA	459	1642	1	1.0
PA	459	1651	1	1.0
PA	459	1704	1	1.0
PA	459	1710	1	1.0
PA	459	1714	1	1.0
PA	459	1716	1	1.0
PA	459	1787	1	1.0
PA	459	1944	1	1.0
PA	460	646	1	1.0
PA	460	1641	1	1.0
PA	460	1657	1	1.0
PA	460	1684	1	1.0
PA	460	1807	1	1.0
PA	460	1829	1	1.0
PA	463	1657	1	1.0
PA	464	1688	1	1.0
PA	466	1676	1	1.0
PA	466	1858	1	1.0
PA	467	1601	1	1.0
PA	467	1648	1	1.0
PA	467	1708	1	1.0
PA	467	1710	1	1.0
PA	467	1777	1	1.0
PA	468	1464	1	1.0
PA	468	1628	1	1.0
PA	468	1641	1	1.0
PA	468	1689	1	1.0
PA	468	1736	1	1.0
PA	468	1782	1	1.0
PA	468	1999	1	1.0
PA	469	1525	1	1.0
PA	469	1533	1	1.0
PA	469	1547	1	1.0
PA	469	1704	1	1.0
PA	471	557	1	1.0
PA	471	1440	1	1.0
PA	471	1606	1	1.0
PA	471	1645	1	1.0
PA	471	1944	1	1.0
PA	472	1672	1	1.0
PA	472	1713	1	1.0
PA	472	1724	1	1.0
PA	472	1830	1	1.0
PA	473	1696	1	1.0
PA	474	1614	1	1.0
PA	474	1617	1	1.0
PA	474	1627	1	1.0
PA	474	1640	1	1.0
PA	474	1690	1	1.0
PA	474	1712	1	1.0
PA	474	1724	1	1.0
PA	474	1801	1	1.0
PA	474	1838	1	1.0
PA	475	512	1	1.0
PA	475	1614	1	1.0
PA	475	1666	1	1.0
PA	475	1688	1	1.0
PA	475	1755	1	1.0
PA	475	1792	1	1.0
PA	475	1795	1	1.0
PA	475	1807	1	1.0
PA	475	1817	1	1.0
PA	475	1843	1	1.0
PA	475	1973	1	1.0
PA	475	2027	1	1.0
PA	476	1634	1	1.0
PA	476	1644	1	1.0
PA	476	1699	1	1.0
PA	477	1558	1	1.0
PA	477	1647	1	1.0
PA	477	1729	1	1.0
PA	477	1795	1	1.0
PA	477	1924	1	1.0
PA	478	1554	1	1.0
PA	478	1645	1	1.0
PA	478	1694	1	1.0
PA	478	1699	1	1.0
PA	479	501	1	1.0
PA	479	1628	1	1.0
PA	479	1713	1	1.0
PA	479	1850	1	1.0
PA	480	1536	1	1.0
PA	480	1695	1	1.0
PA	480	1817	1	1.0
PA	481	1435	1	1.0
PA	481	1686	1	1.0
PA	481	1698	1	1.0
PA	482	1660	1	1.0
PA	482	1763	1	1.0
PA	483	1469	1	1.0
PA	483	1481	1	1.0
PA	483	1691	1	1.0
PA	483	1730	1	1.0
PA	483	1757	1	1.0
PA	484	1628	1	1.0
PA	484	1830	1	1.0
PA	485	512	1	1.0
PA	485	529	1	1.0
PA	485	1467	1	1.0
PA	485	1521	1	1.0
PA	485	1592	1	1.0
PA	485	1607	1	1.0
PA	485	1640	1	1.0
PA	485	1654	1	1.0
PA	485	1656	1	1.0
PA	485	1663	1	1.0
PA	485	1668	1	1.0
PA	485	1674	1	1.0
PA	485	1688	1	1.0
PA	485	1692	1	1.0
PA	485	1695	1	1.0
PA	486	547	1	1.0
PA	486	1454	1	1.0
PA	486	1674	1	1.0
PA	486	1848	1	1.0
PA	487	587	1	1.0
PA	487	1454	1	1.0
PA	487	1592	1	1.0
PA	487	1633	1	1.0
PA	487	1717	1	1.0
PA	487	2072	1	1.0
PA	489	1701	1	1.0
PA	490	1847	1	1.0
PA	491	1606	1	1.0
PA	492	1475	1	1.0
PA	492	1641	1	1.0
PA	492	1660	1	1.0
PA	492	1684	1	1.0
PA	492	1825	1	1.0
PA	493	1684	1	1.0
PA	493	1813	1	1.0
PA	494	1454	1	1.0
PA	494	1455	1	1.0
PA	494	1808	1	1.0
PA	494	1841	1	1.0
PA	495	655	1	1.0
PA	495	1331	1	1.0
PA	495	1683	1	1.0
PA	495	1838	1	1.0
PA	496	1633	1	1.0
PA	496	1711	1	1.0
PA	496	1739	1	1.0
PA	497	1476	1	1.0
PA	497	1643	1	1.0
PA	497	2034	1	1.0
PA	498	1628	1	1.0
PA	498	1672	1	1.0
PA	498	1725	1	1.0
PA	498	1786	1	1.0
PA	499	525	1	1.0
PA	499	1590	1	1.0
PA	499	1618	1	1.0
PA	499	1677	1	1.0
PA	499	2182	1	1.0
PA	500	1451	1	1.0
PA	500	1628	1	1.0
PA	500	1635	1	1.0
PA	500	1672	1	1.0
PA	500	1835	1	1.0
PA	500	1983	1	1.0
PA	501	1456	1	1.0
PA	501	1570	1	1.0
PA	501	1722	1	1.0
PA	501	1843	1	1.0
PA	502	1442	1	1.0
PA	502	1582	1	1.0
PA	502	1591	1	1.0
PA	502	1618	1	1.0
PA	502	1631	1	1.0
PA	502	1632	1	1.0
PA	502	1643	1	1.0
PA	502	1676	1	1.0
PA	502	1751	1	1.0
PA	502	1778	1	1.0
PA	502	1890	1	1.0
PA	503	1613	1	1.0
PA	503	1657	1	1.0
PA	503	1668	1	1.0
PA	503	1829	1	1.0
PA	503	1847	1	1.0
PA	504	1694	1	1.0
PA	504	1704	1	1.0
PA	504	1769	1	1.0
PA	505	1713	1	1.0
PA	505	1971	1	1.0
PA	505	1983	1	1.0
PA	508	1789	1	1.0
PA	509	1858	1	1.0
PA	510	535	1	1.0
PA	510	1568	1	1.0
PA	510	1603	1	1.0
PA	510	1628	1	1.0
PA	510	1663	1	1.0
PA	510	1696	1	1.0
PA	510	1827	1	1.0
PA	511	1478	1	1.0
PA	511	1586	1	1.0
PA	511	1590	1	1.0
PA	511	1632	1	1.0
PA	511	1644	1	1.0
PA	511	1645	1	1.0
PA	511	1646	1	1.0
PA	511	1699	1	1.0
PA	511	1759	1	1.0
PA	512	1480	1	1.0
PA	512	1496	1	1.0
PA	512	1537	1	1.0
PA	512	1589	1	1.0
PA	512	1657	1	1.0
PA	512	1660	1	1.0
PA	512	1696	1	1.0
PA	512	1748	1	1.0
PA	513	1434	1	1.0
PA	513	1564	1	1.0
PA	513	1616	1	1.0
PA	513	1722	1	1.0
PA	514	1591	1	1.0
PA	514	1651	1	1.0
PA	515	561	1	1.0
PA	515	1522	1	1.0
PA	515	1576	1	1.0
PA	515	1615	1	1.0
PA	515	1628	1	1.0
PA	515	1629	1	1.0
PA	515	1630	1	1.0
PA	515	1641	1	1.0
PA	515	1664	1	1.0
PA	515	1691	1	1.0
PA	515	1713	1	1.0
PA	515	1735	1	1.0
PA	516	1319	1	1.0
PA	516	1663	1	1.0
PA	516	1819	1	1.0
PA	517	1436	1	1.0
PA	517	1561	1	1.0
PA	517	1645	1	1.0
PA	517	1686	1	1.0
PA	518	1434	1	1.0
PA	518	1624	1	1.0
PA	518	1657	1	1.0
PA	518	1669	1	1.0
PA	518	1745	1	1.0
PA	519	650	1	1.0
PA	519	1673	1	1.0
PA	519	1981	1	1.0
PA	520	1639	1	1.0
PA	520	1656	1	1.0
PA	520	1661	1	1.0
PA	521	611	1	1.0
PA	521	1652	1	1.0
PA	522	545	1	1.0
PA	523	1589	1	1.0
PA	523	1592	1	1.0
PA	523	1689	1	1.0
PA	523	1735	1	1.0
PA	523	1748	1	1.0
PA	524	1594	1	1.0
PA	524	1627	1	1.0
PA	524	1652	1	1.0
PA	524	1656	1	1.0
PA	524	1711	1	1.0
PA	524	1765	1	1.0
PA	524	2003	1	1.0
PA	525	1542	1	1.0
PA	525	1686	1	1.0
PA	526	1545	1	1.0
PA	526	1592	1	1.0
PA	526	1664	1	1.0
PA	526	1674	1	1.0
PA	526	1688	1	1.0
PA	528	613	1	1.0
PA	528	1344	1	1.0
PA	528	1554	1	1.0
PA	528	1584	1	1.0
PA	528	1618	1	1.0
PA	528	1630	1	1.0
PA	528	1643	1	1.0
PA	528	1651	1	1.0
PA	528	1704	1	1.0
PA	528	1810	1	1.0
PA	529	556	1	1.0
PA	529	653	1	1.0
PA	529	1413	1	1.0
PA	529	1418	1	1.0
PA	529	1469	1	1.0
PA	529	1522	1	1.0
PA	529	1537	1	1.0
PA	529	1560	1	1.0
PA	529	1576	1	1.0
PA	529	1589	1	1.0
PA	529	1604	1	1.0
PA	529	1641	1	1.0
PA	529	1655	1	1.0
PA	529	1691	1	1.0
PA	529	1730	1	1.0
PA	529	1907	1	1.0
PA	529	2080	1	1.0
PA	530	1614	1	1.0
PA	530	1812	1	1.0
PA	530	1830	1	1.0
PA	530	1852	1	1.0
PA	531	579	1	1.0
PA	531	1645	1	1.0
PA	531	1686	1	1.0
PA	531	1951	1	1.0
PA	532	1563	1	1.0
PA	532	1641	1	1.0
PA	532	1718	1	1.0
PA	533	1529	1	1.0
PA	533	1773	1	1.0
PA	533	2049	1	1.0
PA	533	2059	1	1.0
PA	534	1487	1	1.0
PA	534	1515	1	1.0
PA	534	1582	1	1.0
PA	534	1631	1	1.0
PA	534	1632	1	1.0
PA	534	1643	1	1.0
PA	534	1645	1	1.0
PA	534	1651	1	1.0
PA	534	1727	1	1.0
PA	534	1758	1	1.0
PA	534	1995	1	1.0
PA	535	1522	1	1.0
PA	535	1524	1	1.0
PA	535	1586	1	1.0
PA	535	1606	1	1.0
PA	535	1608	1	1.0
PA	535	1641	1	1.0
PA	535	1647	1	1.0
PA	535	1669	1	1.0
PA	535	2067	1	1.0
PA	536	1382	1	1.0
PA	536	1419	1	1.0
PA	536	1538	1	1.0
PA	536	1541	1	1.0
PA	536	1578	1	1.0
PA	536	1642	1	1.0
PA	536	1649	1	1.0
PA	536	1669	1	1.0
PA	536	1673	1	1.0
PA	536	1697	1	1.0
PA	536	1743	1	1.0
PA	537	1395	1	1.0
PA	537	1482	1	1.0
PA	537	1567	1	1.0
PA	537	1578	1	1.0
PA	537	1630	1	1.0
PA	537	1664	1	1.0
PA	537	1719	1	1.0
PA	537	1727	1	1.0
PA	538	1629	1	1.0
PA	538	1657	1	1.0
PA	538	1697	1	1.0
PA	538	1729	1	1.0
PA	541	576	1	1.0
PA	541	1356	1	1.0
PA	541	1576	1	1.0
PA	541	1624	1	1.0
PA	541	1641	1	1.0
PA	541	1668	1	1.0
PA	541	1688	1	1.0
PA	541	1865	1	1.0
PA	541	1981	1	1.0
PA	542	1398	1	1.0
PA	542	1523	1	1.0
PA	542	1558	1	1.0
PA	542	1575	1	1.0
PA	542	1588	1	1.0
PA	542	1614	1	1.0
PA	542	1666	1	1.0
PA	542	1674	1	1.0
PA	542	1690	1	1.0
PA	542	1724	1	1.0
PA	542	1728	1	1.0
PA	543	1634	1	1.0
PA	543	1697	1	1.0
PA	543	1717	1	1.0
PA	543	1728	1	1.0
PA	543	1843	1	1.0
PA	543	2059	1	1.0
PA	545	574	1	1.0
PA	545	1457	1	1.0
PA	545	1536	1	1.0
PA	545	1607	1	1.0
PA	545	1640	1	1.0
PA	545	1654	1	1.0
PA	545	1689	1	1.0
PA	545	1695	1	1.0
PA	545	1712	1	1.0
PA	545	1717	1	1.0
PA	545	1731	1	1.0
PA	545	1767	1	1.0
PA	546	1526	1	1.0
PA	546	1585	1	1.0
PA	546	1591	1	1.0
PA	546	1632	1	1.0
PA	546	1657	1	1.0
PA	546	1717	1	1.0
PA	546	1773	1	1.0
PA	547	1575	1	1.0
PA	547	1585	1	1.0
PA	547	1645	1	1.0
PA	547	1716	1	1.0
PA	547	1728	1	1.0
PA	547	1933	1	1.0
PA	549	577	1	1.0
PA	549	1541	1	1.0
PA	549	1557	1	1.0
PA	549	1586	1	1.0
PA	549	1606	1	1.0
PA	549	1643	1	1.0
PA	549	1647	1	1.0
PA	549	1665	1	1.0
PA	549	1678	1	1.0
PA	549	1685	1	1.0
PA	549	1714	1	1.0
PA	549	1764	1	1.0
PA	549	1772	1	1.0
PA	550	1518	1	1.0
PA	550	1524	1	1.0
PA	550	1586	1	1.0
PA	550	1620	1	1.0
PA	550	1637	1	1.0
PA	550	1723	1	1.0
PA	551	1564	1	1.0
PA	551	1722	1	1.0
PA	551	1787	1	1.0
PA	552	1567	1	1.0
PA	552	1714	1	1.0
PA	553	1537	1	1.0
PA	553	1628	1	1.0
PA	553	1724	1	1.0
PA	554	1525	1	1.0
PA	554	1570	1	1.0
PA	554	1618	1	1.0
PA	554	1633	1	1.0
PA	554	1651	1	1.0
PA	554	1740	1	1.0
PA	554	1806	1	1.0
PA	555	600	1	1.0
PA	555	682	1	1.0
PA	555	1388	1	1.0
PA	555	1395	1	1.0
PA	555	1500	1	1.0
PA	555	1593	1	1.0
PA	555	1604	1	1.0
PA	555	1608	1	1.0
PA	555	1621	1	1.0
PA	555	1626	1	1.0
PA	555	1684	1	1.0
PA	555	1732	1	1.0
PA	555	1825	1	1.0
PA	556	1400	1	1.0
PA	556	1493	1	1.0
PA	556	1497	1	1.0
PA	556	1630	1	1.0
PA	556	1690	1	1.0
PA	556	1736	1	1.0
PA	556	1830	1	1.0
PA	557	1405	1	1.0
PA	557	1501	1	1.0
PA	557	1647	1	1.0
PA	557	1710	1	1.0
PA	558	1496	1	1.0
PA	558	1537	1	1.0
PA	558	1613	1	1.0
PA	558	1629	1	1.0
PA	558	1664	1	1.0
PA	558	1796	1	1.0
PA	559	1582	1	1.0
PA	559	1590	1	1.0
PA	559	1691	1	1.0
PA	560	1626	1	1.0
PA	561	1524	1	1.0
PA	561	1629	1	1.0
PA	561	1949	1	1.0
PA	562	1515	1	1.0
PA	562	1526	1	1.0
PA	562	1540	1	1.0
PA	562	1582	1	1.0
PA	562	1631	1	1.0
PA	562	1643	1	1.0
PA	562	1704	1	1.0
PA	562	1746	1	1.0
PA	562	1752	1	1.0
PA	563	588	1	1.0
PA	563	1384	1	1.0
PA	563	1539	1	1.0
PA	563	1576	1	1.0
PA	563	1604	1	1.0
PA	563	1620	1	1.0
PA	563	1657	1	1.0
PA	563	1818	1	1.0
PA	564	1676	1	1.0
PA	564	1704	1	1.0
PA	564	1730	1	1.0
PA	564	1878	1	1.0
PA	564	1937	1	1.0
PA	565	1511	1	1.0
PA	565	1567	1	1.0
PA	565	1578	1	1.0
PA	566	1654	1	1.0
PA	566	1720	1	1.0
PA	566	1963	1	1.0
PA	567	1619	1	1.0
PA	567	1646	1	1.0
PA	568	1464	1	1.0
PA	568	1765	1	1.0
PA	571	1515	1	1.0
PA	571	1645	1	1.0
PA	571	1810	1	1.0
PA	571	2060	1	1.0
PA	572	1522	1	1.0
PA	572	1543	1	1.0
PA	572	1608	1	1.0
PA	572	1703	1	1.0
PA	572	1848	1	1.0
PA	572	1984	1	1.0
PA	573	1481	1	1.0
PA	573	1525	1	1.0
PA	573	1561	1	1.0
PA	573	1584	1	1.0
PA	573	1764	1	1.0
PA	573	2125	1	1.0
PA	574	1356	1	1.0
PA	574	1475	1	1.0
PA	574	1480	1	1.0
PA	574	1509	1	1.0
PA	574	1536	1	1.0
PA	574	1537	1	1.0
PA	574	1563	1	1.0
PA	574	1576	1	1.0
PA	574	1604	1	1.0
PA	574	1608	1	1.0
PA	574	1626	1	1.0
PA	574	1637	1	1.0
PA	574	1654	1	1.0
PA	574	1656	1	1.0
PA	574	1664	1	1.0
PA	574	1691	1	1.0
PA	574	1692	1	1.0
PA	574	1942	1	1.0
PA	574	2060	1	1.0
PA	575	1319	1	1.0
PA	575	1364	1	1.0
PA	575	1401	1	1.0
PA	575	1631	1	1.0
PA	575	1633	1	1.0
PA	575	1666	1	1.0
PA	575	1685	1	1.0
PA	575	1806	1	1.0
PA	575	1810	1	1.0
PA	576	1329	1	1.0
PA	576	1524	1	1.0
PA	576	1537	1	1.0
PA	576	1655	1	1.0
PA	576	1696	1	1.0
PA	576	1796	1	1.0
PA	576	1839	1	1.0
PA	577	1270	1	1.0
PA	577	1550	1	1.0
PA	577	1636	1	1.0
PA	577	1795	1	1.0
PA	577	1807	1	1.0
PA	580	1688	1	1.0
PA	581	699	1	1.0
PA	581	1516	1	1.0
PA	581	2022	1	1.0
PA	583	1543	1	1.0
PA	583	1654	1	1.0
PA	583	1767	1	1.0
PA	583	1795	1	1.0
PA	583	1828	1	1.0
PA	583	1936	1	1.0
PA	584	1592	1	1.0
PA	584	1607	1	1.0
PA	585	1497	1	1.0
PA	585	1523	1	1.0
PA	585	1575	1	1.0
PA	585	1690	1	1.0
PA	586	744	1	1.0
PA	586	1646	1	1.0
PA	586	1665	1	1.0
PA	586	1678	1	1.0
PA	586	1709	1	1.0
PA	586	1922	1	1.0
PA	586	1972	1	1.0
PA	587	1576	1	1.0
PA	587	1586	1	1.0
PA	587	1641	1	1.0
PA	588	1523	1	1.0
PA	588	1773	1	1.0
PA	589	1634	1	1.0
PA	590	730	1	1.0
PA	591	1611	1	1.0
PA	592	1764	1	1.0
PA	593	700	1	1.0
PA	593	1780	1	1.0
PA	593	1807	1	1.0
PA	593	2023	1	1.0
PA	595	1603	1	1.0
PA	595	1663	1	1.0
PA	595	1668	1	1.0
PA	595	1674	1	1.0
PA	596	1619	1	1.0
PA	597	1347	1	1.0
PA	599	1512	1	1.0
PA	599	1664	1	1.0
PA	599	1668	1	1.0
PA	599	1785	1	1.0
PA	601	1956	1	1.0
PA	602	1631	1	1.0
PA	603	1477	1	1.0
PA	604	1631	1	1.0
PA	604	1751	1	1.0
PA	605	1563	1	1.0
PA	605	1582	1	1.0
PA	605	1586	1	1.0
PA	605	1641	1	1.0
PA	606	1657	1	1.0
PA	607	1575	1	1.0
PA	607	1656	1	1.0
PA	607	1734	1	1.0
PA	607	1970	1	1.0
PA	608	1554	1	1.0
PA	608	1572	1	1.0
PA	608	1584	1	1.0
PA	609	1504	1	1.0
PA	609	1555	1	1.0
PA	609	1589	1	1.0
PA	609	1664	1	1.0
PA	610	1467	1	1.0
PA	610	1536	1	1.0
PA	610	1671	1	1.0
PA	611	2058	1	1.0
PA	612	1430	1	1.0
PA	612	2047	1	1.0
PA	613	1540	1	1.0
PA	613	1617	1	1.0
PA	613	1643	1	1.0
PA	613	1892	1	1.0
PA	614	1653	1	1.0
PA	614	1657	1	1.0
PA	614	1669	1	1.0
PA	616	1561	1	1.0
PA	616	1633	1	1.0
PA	617	1384	1	1.0
PA	617	1586	1	1.0
PA	617	1903	1	1.0
PA	618	1528	1	1.0
PA	618	1572	1	1.0
PA	618	1676	1	1.0
PA	619	1657	1	1.0
PA	619	1771	1	1.0
PA	620	1466	1	1.0
PA	620	1606	1	1.0
PA	621	653	1	1.0
PA	621	1524	1	1.0
PA	621	1532	1	1.0
PA	621	1535	1	1.0
PA	621	1590	1	1.0
PA	621	1641	1	1.0
PA	622	1496	1	1.0
PA	622	1537	1	1.0
PA	622	1538	1	1.0
PA	622	1543	1	1.0
PA	622	1641	1	1.0
PA	622	1736	1	1.0
PA	622	1830	1	1.0
PA	624	648	1	1.0
PA	624	1520	1	1.0
PA	624	1536	1	1.0
PA	624	1636	1	1.0
PA	624	1663	1	1.0
PA	624	1846	1	1.0
PA	625	1526	1	1.0
PA	626	1458	1	1.0
PA	626	1569	1	1.0
PA	626	2094	1	1.0
PA	627	1536	1	1.0
PA	628	2006	1	1.0
PA	629	1524	1	1.0
PA	629	1578	1	1.0
PA	629	1586	1	1.0
PA	629	1684	1	1.0
PA	630	1469	1	1.0
PA	630	1493	1	1.0
PA	630	1544	1	1.0
PA	631	1539	1	1.0
PA	632	1608	1	1.0
PA	632	1691	1	1.0
PA	633	1576	1	1.0
PA	636	1446	1	1.0
PA	636	1454	1	1.0
PA	636	1489	1	1.0
PA	636	1542	1	1.0
PA	636	1605	1	1.0
PA	636	1614	1	1.0
PA	636	1656	1	1.0
PA	636	1668	1	1.0
PA	637	1445	1	1.0
PA	637	1740	1	1.0
PA	638	1578	1	1.0
PA	639	1452	1	1.0
PA	639	1621	1	1.0
PA	641	1607	1	1.0
PA	641	1751	1	1.0
PA	642	1561	1	1.0
PA	642	1572	1	1.0
PA	642	1618	1	1.0
PA	642	1782	1	1.0
PA	643	1496	1	1.0
PA	643	1524	1	1.0
PA	643	1535	1	1.0
PA	643	1543	1	1.0
PA	643	1742	1	1.0
PA	643	1883	1	1.0
PA	643	1934	1	1.0
PA	644	1582	1	1.0
PA	644	1642	1	1.0
PA	645	1523	1	1.0
PA	645	1563	1	1.0
PA	645	1615	1	1.0
PA	646	1607	1	1.0
PA	646	1859	1	1.0
PA	647	1573	1	1.0
PA	648	1455	1	1.0
PA	648	1476	1	1.0
PA	648	1569	1	1.0
PA	649	1418	1	1.0
PA	649	1539	1	1.0
PA	650	1731	1	1.0
PA	651	1476	1	1.0
PA	651	1525	1	1.0
PA	651	1561	1	1.0
PA	651	1651	1	1.0
PA	651	1714	1	1.0
PA	651	1716	1	1.0
PA	652	1318	1	1.0
PA	652	1382	1	1.0
PA	652	1490	1	1.0
PA	652	1510	1	1.0
PA	652	1543	1	1.0
PA	652	1555	1	1.0
PA	652	1563	1	1.0
PA	652	1576	1	1.0
PA	652	1628	1	1.0
PA	652	1637	1	1.0
PA	652	1684	1	1.0
PA	653	1402	1	1.0
PA	653	1439	1	1.0
PA	653	1521	1	1.0
PA	653	1529	1	1.0
PA	653	1536	1	1.0
PA	653	1554	1	1.0
PA	653	1690	1	1.0
PA	654	1592	1	1.0
PA	655	1521	1	1.0
PA	656	1636	1	1.0
PA	657	1606	1	1.0
PA	657	1733	1	1.0
PA	657	1738	1	1.0
PA	658	1480	1	1.0
PA	659	1457	1	1.0
PA	659	1585	1	1.0
PA	659	1636	1	1.0
PA	659	1720	1	1.0
PA	659	1933	1	1.0
PA	660	1503	1	1.0
PA	660	1594	1	1.0
PA	663	732	1	1.0
PA	663	1521	1	1.0
PA	663	1568	1	1.0
PA	663	1728	1	1.0
PA	664	1328	1	1.0
PA	664	1416	1	1.0
PA	664	1460	1	1.0
PA	664	1555	1	1.0
PA	664	1591	1	1.0
PA	665	1508	1	1.0
PA	666	1775	1	1.0
PA	667	1525	1	1.0
PA	667	1582	1	1.0
PA	667	1618	1	1.0
PA	668	1504	1	1.0
PA	668	1505	1	1.0
PA	671	1578	1	1.0
PA	673	1410	1	1.0
PA	673	1830	1	1.0
PA	675	1519	1	1.0
PA	675	1728	1	1.0
PA	679	1790	1	1.0
PA	680	1716	1	1.0
PA	684	1487	1	1.0
PA	684	1714	1	1.0
PA	685	1404	1	1.0
PA	685	1546	1	1.0
PA	685	1657	1	1.0
PA	685	1703	1	1.0
PA	686	1400	1	1.0
PA	686	1497	1	1.0
PA	691	1619	1	1.0
PA	691	1728	1	1.0
PA	691	2150	1	1.0
PA	693	1576	1	1.0
PA	694	1402	1	1.0
PA	694	1440	1	1.0
PA	694	1627	1	1.0
PA	694	2059	1	1.0
PA	695	874	1	1.0
PA	695	1182	1	1.0
PA	695	1367	1	1.0
PA	695	1453	1	1.0
PA	695	1555	1	1.0
PA	695	2104	1	1.0
PA	697	1426	1	1.0
PA	698	1968	1	1.0
PA	699	1479	1	1.0
PA	699	1603	1	1.0
PA	699	1918	1	1.0
PA	700	752	1	1.0
PA	700	1486	1	1.0
PA	700	1583	1	1.0
PA	701	1480	1	1.0
PA	702	1557	1	1.0
PA	702	1587	1	1.0
PA	703	1478	1	1.0
PA	703	1481	1	1.0
PA	703	1546	1	1.0
PA	703	1703	1	1.0
PA	704	1155	1	1.0
PA	704	1481	1	1.0
PA	704	2039	1	1.0
PA	706	1341	1	1.0
PA	707	1590	1	1.0
PA	708	1525	1	1.0
PA	708	1561	1	1.0
PA	709	1465	1	1.0
PA	709	1641	1	1.0
PA	712	1454	1	1.0
PA	714	1463	1	1.0
PA	715	792	1	1.0
PA	715	1267	1	1.0
PA	715	1452	1	1.0
PA	715	1498	1	1.0
PA	715	1540	1	1.0
PA	715	1650	1	1.0
PA	715	1968	1	1.0
PA	715	2026	1	1.0
PA	716	1455	1	1.0
PA	716	1465	1	1.0
PA	716	1493	1	1.0
PA	716	1999	1	1.0
PA	717	1459	1	1.0
PA	717	1521	1	1.0
PA	717	1536	1	1.0
PA	718	1526	1	1.0
PA	718	1541	1	1.0
PA	719	1536	1	1.0
PA	719	1564	1	1.0
PA	719	1706	1	1.0
PA	719	1832	1	1.0
PA	721	1452	1	1.0
PA	722	841	1	1.0
PA	723	1459	1	1.0
PA	723	1674	1	1.0
PA	724	881	1	1.0
PA	725	1679	1	1.0
PA	726	974	1	1.0
PA	726	1672	1	1.0
PA	727	1373	1	1.0
PA	728	1491	1	1.0
PA	730	2130	1	1.0
PA	731	1524	1	1.0
PA	731	1669	1	1.0
PA	732	1498	1	1.0
PA	732	1538	1	1.0
PA	733	1396	1	1.0
PA	735	1487	1	1.0
PA	737	1400	1	1.0
PA	739	1740	1	1.0
PA	740	1646	1	1.0
PA	741	1648	1	1.0
PA	742	1656	1	1.0
PA	742	1948	1	1.0
PA	742	2079	1	1.0
PA	745	947	1	1.0
PA	745	1537	1	1.0
PA	746	1344	1	1.0
PA	749	900	1	1.0
PA	752	1503	1	1.0
PA	752	1619	1	1.0
PA	753	1959	1	1.0
PA	755	1399	1	1.0
PA	758	2049	1	1.0
PA	762	898	1	1.0
PA	762	2154	1	1.0
PA	770	1087	1	1.0
PA	770	1534	1	1.0
PA	771	1649	1	1.0
PA	771	1894	1	1.0
PA	773	1401	1	1.0
PA	775	1401	1	1.0
PA	775	1986	1	1.0
PA	777	1513	1	1.0
PA	779	1412	1	1.0
PA	783	1495	1	1.0
PA	787	1427	1	1.0
PA	794	2094	1	1.0
PA	799	2057	1	1.0
PA	800	2065	1	1.0
PA	803	1933	1	1.0
PA	803	1953	1	1.0
PA	803	1956	1	1.0
PA	807	1123	1	1.0
PA	807	2087	1	1.0
PA	808	1458	1	1.0
PA	816	1981	1	1.0
PA	823	1848	1	1.0
PA	828	1737	1	1.0
PA	834	2154	1	1.0
PA	835	1484	1	1.0
PA	836	1319	1	1.0
PA	847	1536	1	1.0
PA	847	2067	1	1.0
PA	851	1468	1	1.0
PA	858	2003	1	1.0
PA	864	1567	1	1.0
PA	873	1488	1	1.0
PA	879	1285	1	1.0
PA	884	1317	1	1.0
PA	885	1973	1	1.0
PA	887	1404	1	1.0
PA	890	1521	1	1.0
PA	891	2027	1	1.0
PA	893	1861	1	1.0
PA	898	1453	1	1.0
PA	901	1679	1	1.0
PA	902	1833	1	1.0
PA	910	1122	1	1.0
PA	920	1662	1	1.0
PA	920	1763	1	1.0
PA	925	2043	1	1.0
PA	930	1395	1	1.0
PA	952	1447	1	1.0
PA	971	1391	1	1.0
PA	981	2056	1	1.0
PA	984	2025	1	1.0
PA	992	1810	1	1.0
PA	1010	1954	1	1.0
PA	1038	1991	1	1.0
PA	1053	1873	1	1.0
PA	1055	1495	1	1.0
PA	1058	1975	1	1.0
PA	1063	1723	1	1.0
PA	1068	1194	1	1.0
PA	1070	1112	1	1.0
PA	1074	1113	1	1.0
PA	1079	1108	1	1.0
PA	1086	1919	1	1.0
PA	1114	1821	1	1.0
PA	1123	1671	1	1.0
PA	1171	1828	1	1.0
PA	1216	2057	1	1.0
PA	1263	1701	1	1.0
PA	1264	1767	1	1.0
PA	1300	1436	1	1.0
PA	1306	1345	1	1.0
PA	1310	1763	1	1.0
PA	1310	1796	1	1.0
PA	1313	2097	1	1.0
PA	1314	1938	1	1.0
PA	1316	1344	1	1.0
